Nodes
0|Adams Field-Little Rock, AR|1299202
2|43|1635.51222826087|Albuquerque International Sunport|Albuquerque, NM|Orlando International|Orlando, FL
2|10|1200.64976415094|Albuquerque International Sunport|Albuquerque, NM|Chicago Midway International|Chicago, IL
2|33|2088.73920863309|Albuquerque International Sunport|Albuquerque, NM|Manchester-Boston Regional|Boston, MA (Metropolitan Area)
2|19|1526.328125|Albuquerque International Sunport|Albuquerque, NM|General Mitchell International|Milwaukee, WI
2|37|1161.24406779661|Albuquerque International Sunport|Albuquerque, NM|Minneapolis-St Paul International|Minneapolis/St. Paul, MN
2|30|1074.91386271871|Albuquerque International Sunport|Albuquerque, NM|Louis Armstrong New Orleans International|New Orleans, LA
2|35|913.997706422018|Albuquerque International Sunport|Albuquerque, NM|Metropolitan Oakland International|San Francisco, CA (Metropolitan Area)
2|68|809.974308300395|Albuquerque International Sunport|Albuquerque, NM|Will Rogers World|Oklahoma City, OK
2|17|1051.90136054422|Albuquerque International Sunport|Albuquerque, NM|Eppley Airfield|Omaha, NE
2|42|674.585793357934|Albuquerque International Sunport|Albuquerque, NM|Ontario International|Los Angeles, CA (Metropolitan Area)
2|39|1845.95045045045|Albuquerque International Sunport|Albuquerque, NM|Norfolk International|Norfolk, VA (Metropolitan Area)
2|44|2097.01123595506|Albuquerque International Sunport|Albuquerque, NM|Palm Beach International|West Palm Beach/Palm Beach, FL
2|49|1171.82545242265|Albuquerque International Sunport|Albuquerque, NM|Portland International|Portland, OR
2|45|1858.70414201183|Albuquerque International Sunport|Albuquerque, NM|Philadelphia International|Philadelphia, PA
2|46|344.664592408214|Albuquerque International Sunport|Albuquerque, NM|Phoenix Sky Harbor International|Phoenix, AZ
2|47|1806.03284671533|Albuquerque International Sunport|Albuquerque, NM|Pittsburgh International|Pittsburgh, PA
2|62|2146.99738903394|Albuquerque International Sunport|Albuquerque, NM|Theodore Francis Green State|Boston, MA (Metropolitan Area)
2|50|1909.47641509434|Albuquerque International Sunport|Albuquerque, NM|Raleigh-Durham International|Raleigh/Durham, NC
2|51|894.427107061503|Albuquerque International Sunport|Albuquerque, NM|Reno/Tahoe International|Reno, NV
2|59|1970.71951219512|Albuquerque International Sunport|Albuquerque, NM|Southwest Florida International|Fort Myers, FL
2|56|652.192120622568|Albuquerque International Sunport|Albuquerque, NM|San Diego International|San Diego, CA
2|55|756.479656160458|Albuquerque International Sunport|Albuquerque, NM|San Antonio International|San Antonio, TX
2|31|1525.79565217391|Albuquerque International Sunport|Albuquerque, NM|Louisville International-Standiford Field|Louisville, KY
2|58|1240.16217798595|Albuquerque International Sunport|Albuquerque, NM|Seattle/Tacoma International|Seattle, WA
2|57|982.139646869984|Albuquerque International Sunport|Albuquerque, NM|San Francisco International|San Francisco, CA (Metropolitan Area)
2|40|964.700399467377|Albuquerque International Sunport|Albuquerque, NM|Norman Y. Mineta San Jose International|San Francisco, CA (Metropolitan Area)
2|54|622.041975308642|Albuquerque International Sunport|Albuquerque, NM|Salt Lake City International|Salt Lake City, UT
2|53|963.022857142857|Albuquerque International Sunport|Albuquerque, NM|Sacramento International|Sacramento, CA
2|23|692.734333627537|Albuquerque International Sunport|Albuquerque, NM|John Wayne Airport-Orange County|Los Angeles, CA (Metropolitan Area)
2|26|1006.55237242614|Albuquerque International Sunport|Albuquerque, NM|Lambert-St. Louis International|St. Louis, MO
2|61|1630.7426679281|Albuquerque International Sunport|Albuquerque, NM|Tampa International|Tampa, FL (Metropolitan Area)
2|64|834.944636678201|Albuquerque International Sunport|Albuquerque, NM|Tulsa International|Tulsa, OK
2|63|321.197635135135|Albuquerque International Sunport|Albuquerque, NM|Tucson International|Tucson, AZ
1|2|2043.9921875|Albany International|Albany, NY|Albuquerque International Sunport|Albuquerque, NM
1|3|1727.37244897959|Albany International|Albany, NY|Austin - Bergstrom International|Austin, TX
1|5|1031.23465703971|Albany International|Albany, NY|Birmingham-Shuttlesworth International|Birmingham, AL
1|38|940.5376|Albany International|Albany, NY|Nashville International|Nashville, TN
1|7|2724.36363636364|Albany International|Albany, NY|Boise Air Terminal|Boise, ID
1|6|2486.39790575916|Albany International|Albany, NY|Bob Hope|Los Angeles, CA (Metropolitan Area)
1|4|289.595744680851|Albany International|Albany, NY|Baltimore/Washington International Thurgood Marshall|Washington, DC (Metropolitan Area)
1|11|664.12030075188|Albany International|Albany, NY|Cleveland-Hopkins International|Cleveland, OH (Metropolitan Area)
1|48|637.072538860104|Albany International|Albany, NY|Port Columbus International|Columbus, OH
1|12|1682.0|Albany International|Albany, NY|Corpus Christi International|Corpus Christi, TX
1|13|1615.4144486692|Albany International|Albany, NY|Dallas Love Field|Dallas/Fort Worth, TX
1|14|1735.65697674419|Albany International|Albany, NY|Denver International|Denver, CO
1|15|736.75|Albany International|Albany, NY|Detroit Metro Wayne County|Detroit, MI
1|41|1109.775|Albany International|Albany, NY|Northwest Florida Beaches International|Panama City, FL
1|16|2395.28571428571|Albany International|Albany, NY|El Paso International|El Paso, TX
1|18|1225.44703686421|Albany International|Albany, NY|Fort Lauderdale-Hollywood International|Miami, FL (Metropolitan Area)
1|60|2922.83333333333|Albany International|Albany, NY|Spokane International|Spokane, WA
1|67|1674.52395672334|Albany International|Albany, NY|William P Hobby|Houston, TX
1|65|2155.0|Albany International|Albany, NY|Valley International|Harlingen/San Benito, TX
1|20|822.831818181818|Albany International|Albany, NY|Indianapolis International|Indianapolis, IN
1|21|1254.98|Albany International|Albany, NY|Jackson - Evers International|Jackson/Vicksburg, MS
1|22|1075.68343195266|Albany International|Albany, NY|Jacksonville International|Jacksonville, FL
1|34|2278.56869993839|Albany International|Albany, NY|McCarran International|Las Vegas, NV
1|29|2515.62969588551|Albany International|Albany, NY|Los Angeles International|Los Angeles, CA (Metropolitan Area)
1|32|2051.2|Albany International|Albany, NY|Lubbock Preston Smith International|Lubbock, TX
1|0|1213.53571428571|Albany International|Albany, NY|Adams Field|Little Rock, AR
1|36|1948.0|Albany International|Albany, NY|Midland International|Midland/Odessa, TX
1|24|1212.51575931232|Albany International|Albany, NY|Kansas City International|Kansas City, MO
1|43|1091.88760035682|Albany International|Albany, NY|Orlando International|Orlando, FL
1|10|768.746954076851|Albany International|Albany, NY|Chicago Midway International|Chicago, IL
1|19|921.866666666667|Albany International|Albany, NY|General Mitchell International|Milwaukee, WI
1|37|1076.64117647059|Albany International|Albany, NY|Minneapolis-St Paul International|Minneapolis/St. Paul, MN
1|30|1414.45268542199|Albany International|Albany, NY|Louis Armstrong New Orleans International|New Orleans, LA
1|35|2616.2075|Albany International|Albany, NY|Metropolitan Oakland International|San Francisco, CA (Metropolitan Area)
1|68|1646.73958333333|Albany International|Albany, NY|Will Rogers World|Oklahoma City, OK
1|17|1154.59340659341|Albany International|Albany, NY|Eppley Airfield|Omaha, NE
1|42|2467.04830917874|Albany International|Albany, NY|Ontario International|Los Angeles, CA (Metropolitan Area)
1|39|443.914285714286|Albany International|Albany, NY|Norfolk International|Norfolk, VA (Metropolitan Area)
1|44|1211.38847583643|Albany International|Albany, NY|Palm Beach International|West Palm Beach/Palm Beach, FL
1|49|2766.86462882096|Albany International|Albany, NY|Portland International|Portland, OR
1|46|2294.5720653789|Albany International|Albany, NY|Phoenix Sky Harbor International|Phoenix, AZ
1|47|495.472668810289|Albany International|Albany, NY|Pittsburgh International|Pittsburgh, PA
1|50|547.407263294423|Albany International|Albany, NY|Raleigh-Durham International|Raleigh/Durham, NC
1|51|2492.2676056338|Albany International|Albany, NY|Reno/Tahoe International|Reno, NV
1|59|1226.34125|Albany International|Albany, NY|Southwest Florida International|Fort Myers, FL
1|56|2513.69795221843|Albany International|Albany, NY|San Diego International|San Diego, CA
1|55|1738.32152588556|Albany International|Albany, NY|San Antonio International|San Antonio, TX
1|31|855.289752650177|Albany International|Albany, NY|Louisville International-Standiford Field|Louisville, KY
1|58|2571.80655737705|Albany International|Albany, NY|Seattle/Tacoma International|Seattle, WA
1|57|2626.05753424658|Albany International|Albany, NY|San Francisco International|San Francisco, CA (Metropolitan Area)
1|40|2621.969348659|Albany International|Albany, NY|Norman Y. Mineta San Jose International|San Francisco, CA (Metropolitan Area)
1|54|2091.22033898305|Albany International|Albany, NY|Salt Lake City International|Salt Lake City, UT
1|53|2575.0824742268|Albany International|Albany, NY|Sacramento International|Sacramento, CA
1|23|2483.15827338129|Albany International|Albany, NY|John Wayne Airport-Orange County|Los Angeles, CA (Metropolitan Area)
1|26|1023.85043478261|Albany International|Albany, NY|Lambert-St. Louis International|St. Louis, MO
1|61|1175.10141139571|Albany International|Albany, NY|Tampa International|Tampa, FL (Metropolitan Area)
1|64|1785.36363636364|Albany International|Albany, NY|Tulsa International|Tulsa, OK
1|63|2428.80904522613|Albany International|Albany, NY|Tucson International|Tucson, AZ
52|2|277.0|Rick Husband Amarillo International|Amarillo, TX|Albuquerque International Sunport|Albuquerque, NM
52|1|2995.0|Rick Husband Amarillo International|Amarillo, TX|Albany International|Albany, NY
52|3|500.092339979014|Rick Husband Amarillo International|Amarillo, TX|Austin - Bergstrom International|Austin, TX
52|8|1894.0|Rick Husband Amarillo International|Amarillo, TX|Bradley International|Hartford, CT
52|5|931.063291139241|Rick Husband Amarillo International|Amarillo, TX|Birmingham-Shuttlesworth International|Birmingham, AL
52|38|1143.41732283465|Rick Husband Amarillo International|Amarillo, TX|Nashville International|Nashville, TN
52|7|1089.79746835443|Rick Husband Amarillo International|Amarillo, TX|Boise Air Terminal|Boise, ID
52|27|1964.08695652174|Rick Husband Amarillo International|Amarillo, TX|Logan International|Boston, MA (Metropolitan Area)
52|9|2343.57142857143|Rick Husband Amarillo International|Amarillo, TX|Buffalo Niagara International|Buffalo, NY
52|6|1019.39814814815|Rick Husband Amarillo International|Amarillo, TX|Bob Hope|Los Angeles, CA (Metropolitan Area)
52|4|1689.99159663866|Rick Husband Amarillo International|Amarillo, TX|Baltimore/Washington International Thurgood Marshall|Washington, DC (Metropolitan Area)
52|11|1661.5|Rick Husband Amarillo International|Amarillo, TX|Cleveland-Hopkins International|Cleveland, OH (Metropolitan Area)
52|48|1475.66666666667|Rick Husband Amarillo International|Amarillo, TX|Port Columbus International|Columbus, OH
52|12|669.440251572327|Rick Husband Amarillo International|Amarillo, TX|Corpus Christi International|Corpus Christi, TX
52|13|332.276305220884|Rick Husband Amarillo International|Amarillo, TX|Dallas Love Field|Dallas/Fort Worth, TX
52|14|358.0|Rick Husband Amarillo International|Amarillo, TX|Denver International|Denver, CO
52|15|1434.5|Rick Husband Amarillo International|Amarillo, TX|Detroit Metro Wayne County|Detroit, MI
52|41|1046.88|Rick Husband Amarillo International|Amarillo, TX|Northwest Florida Beaches International|Panama City, FL
52|16|357.0|Rick Husband Amarillo International|Amarillo, TX|El Paso International|El Paso, TX
52|18|1535.30303030303|Rick Husband Amarillo International|Amarillo, TX|Fort Lauderdale-Hollywood International|Miami, FL (Metropolitan Area)
52|60|1262.72463768116|Rick Husband Amarillo International|Amarillo, TX|Spokane International|Spokane, WA
52|67|550.685283687943|Rick Husband Amarillo International|Amarillo, TX|William P Hobby|Houston, TX
52|65|766.776978417266|Rick Husband Amarillo International|Amarillo, TX|Valley International|Harlingen/San Benito, TX
52|66|1810.0|Rick Husband Amarillo International|Amarillo, TX|Washington Dulles International|Washington, DC (Metropolitan Area)
52|20|1322.56097560976|Rick Husband Amarillo International|Amarillo, TX|Indianapolis International|Indianapolis, IN
52|28|2116.0|Rick Husband Amarillo International|Amarillo, TX|Long Island MacArthur|New York City, NY (Metropolitan Area)
52|21|897.0|Rick Husband Amarillo International|Amarillo, TX|Jackson - Evers International|Jackson/Vicksburg, MS
52|22|1344.72727272727|Rick Husband Amarillo International|Amarillo, TX|Jacksonville International|Jacksonville, FL
52|34|810.662324649299|Rick Husband Amarillo International|Amarillo, TX|McCarran International|Las Vegas, NV
52|29|1149.90158730159|Rick Husband Amarillo International|Amarillo, TX|Los Angeles International|Los Angeles, CA (Metropolitan Area)
52|25|1735.36363636364|Rick Husband Amarillo International|Amarillo, TX|LaGuardia|New York City, NY (Metropolitan Area)
52|0|617.117117117117|Rick Husband Amarillo International|Amarillo, TX|Adams Field|Little Rock, AR
52|36|228.0|Rick Husband Amarillo International|Amarillo, TX|Midland International|Midland/Odessa, TX
52|24|806.128630705394|Rick Husband Amarillo International|Amarillo, TX|Kansas City International|Kansas City, MO
52|43|1358.55160142349|Rick Husband Amarillo International|Amarillo, TX|Orlando International|Orlando, FL
52|10|1201.67961165049|Rick Husband Amarillo International|Amarillo, TX|Chicago Midway International|Chicago, IL
52|33|2109.4|Rick Husband Amarillo International|Amarillo, TX|Manchester-Boston Regional|Boston, MA (Metropolitan Area)
52|19|1174.0|Rick Husband Amarillo International|Amarillo, TX|General Mitchell International|Milwaukee, WI
52|37|1057.91891891892|Rick Husband Amarillo International|Amarillo, TX|Minneapolis-St Paul International|Minneapolis/St. Paul, MN
52|30|785.380681818182|Rick Husband Amarillo International|Amarillo, TX|Louis Armstrong New Orleans International|New Orleans, LA
52|35|1285.08762886598|Rick Husband Amarillo International|Amarillo, TX|Metropolitan Oakland International|San Francisco, CA (Metropolitan Area)
52|68|505.0|Rick Husband Amarillo International|Amarillo, TX|Will Rogers World|Oklahoma City, OK
52|17|834.647058823529|Rick Husband Amarillo International|Amarillo, TX|Eppley Airfield|Omaha, NE
52|42|1016.44444444444|Rick Husband Amarillo International|Amarillo, TX|Ontario International|Los Angeles, CA (Metropolitan Area)
52|39|2081.77777777778|Rick Husband Amarillo International|Amarillo, TX|Norfolk International|Norfolk, VA (Metropolitan Area)
52|44|1415.0|Rick Husband Amarillo International|Amarillo, TX|Palm Beach International|West Palm Beach/Palm Beach, FL
52|49|1469.07575757576|Rick Husband Amarillo International|Amarillo, TX|Portland International|Portland, OR
52|45|1734.76923076923|Rick Husband Amarillo International|Amarillo, TX|Philadelphia International|Philadelphia, PA
52|46|953.663865546219|Rick Husband Amarillo International|Amarillo, TX|Phoenix Sky Harbor International|Phoenix, AZ
52|62|2095.0|Rick Husband Amarillo International|Amarillo, TX|Theodore Francis Green State|Boston, MA (Metropolitan Area)
52|50|1678.28571428571|Rick Husband Amarillo International|Amarillo, TX|Raleigh-Durham International|Raleigh/Durham, NC
52|51|1126.88288288288|Rick Husband Amarillo International|Amarillo, TX|Reno/Tahoe International|Reno, NV
52|59|1842.25|Rick Husband Amarillo International|Amarillo, TX|Southwest Florida International|Fort Myers, FL
52|56|1137.37457044674|Rick Husband Amarillo International|Amarillo, TX|San Diego International|San Diego, CA
52|55|540.217527386542|Rick Husband Amarillo International|Amarillo, TX|San Antonio International|San Antonio, TX
52|31|1234.0|Rick Husband Amarillo International|Amarillo, TX|Louisville International-Standiford Field|Louisville, KY
52|58|1636.27411167513|Rick Husband Amarillo International|Amarillo, TX|Seattle/Tacoma International|Seattle, WA
52|57|1241.02380952381|Rick Husband Amarillo International|Amarillo, TX|San Francisco International|San Francisco, CA (Metropolitan Area)
52|40|1214.13186813187|Rick Husband Amarillo International|Amarillo, TX|Norman Y. Mineta San Jose International|San Francisco, CA (Metropolitan Area)
52|54|850.369369369369|Rick Husband Amarillo International|Amarillo, TX|Salt Lake City International|Salt Lake City, UT
52|53|1206.25423728814|Rick Husband Amarillo International|Amarillo, TX|Sacramento International|Sacramento, CA
52|23|1065.48148148148|Rick Husband Amarillo International|Amarillo, TX|John Wayne Airport-Orange County|Los Angeles, CA (Metropolitan Area)
52|26|849.788659793814|Rick Husband Amarillo International|Amarillo, TX|Lambert-St. Louis International|St. Louis, MO
52|61|1334.22727272727|Rick Husband Amarillo International|Amarillo, TX|Tampa International|Tampa, FL (Metropolitan Area)
52|64|561.0|Rick Husband Amarillo International|Amarillo, TX|Tulsa International|Tulsa, OK
52|63|1063.7868852459|Rick Husband Amarillo International|Amarillo, TX|Tucson International|Tucson, AZ
3|2|742.946652150245|Austin - Bergstrom International|Austin, TX|Albuquerque International Sunport|Albuquerque, NM
3|1|1658.32405063291|Austin - Bergstrom International|Austin, TX|Albany International|Albany, NY
3|52|480.669291338583|Austin - Bergstrom International|Austin, TX|Rick Husband Amarillo International|Amarillo, TX
3|8|1681.17987152034|Austin - Bergstrom International|Austin, TX|Bradley International|Hartford, CT
3|5|762.635155096012|Austin - Bergstrom International|Austin, TX|Birmingham-Shuttlesworth International|Birmingham, AL
3|38|791.681331747919|Austin - Bergstrom International|Austin, TX|Nashville International|Nashville, TN
3|7|1606.7130044843|Austin - Bergstrom International|Austin, TX|Boise Air Terminal|Boise, ID
3|27|1807.8738317757|Austin - Bergstrom International|Austin, TX|Logan International|Boston, MA (Metropolitan Area)
3|9|1590.93993993994|Austin - Bergstrom International|Austin, TX|Buffalo Niagara International|Buffalo, NY
3|6|1326.28665568369|Austin - Bergstrom International|Austin, TX|Bob Hope|Los Angeles, CA (Metropolitan Area)
3|4|1382.8625250501|Austin - Bergstrom International|Austin, TX|Baltimore/Washington International Thurgood Marshall|Washington, DC (Metropolitan Area)
3|11|1272.67267267267|Austin - Bergstrom International|Austin, TX|Cleveland-Hopkins International|Cleveland, OH (Metropolitan Area)
3|48|1264.53982300885|Austin - Bergstrom International|Austin, TX|Port Columbus International|Columbus, OH
3|12|330.826086956522|Austin - Bergstrom International|Austin, TX|Corpus Christi International|Corpus Christi, TX
3|13|194.418803418803|Austin - Bergstrom International|Austin, TX|Dallas Love Field|Dallas/Fort Worth, TX
3|14|843.703853955375|Austin - Bergstrom International|Austin, TX|Denver International|Denver, CO
3|15|1282.10588235294|Austin - Bergstrom International|Austin, TX|Detroit Metro Wayne County|Detroit, MI
3|41|781.756906077348|Austin - Bergstrom International|Austin, TX|Northwest Florida Beaches International|Panama City, FL
3|16|554.801302931596|Austin - Bergstrom International|Austin, TX|El Paso International|El Paso, TX
3|18|1133.26633522727|Austin - Bergstrom International|Austin, TX|Fort Lauderdale-Hollywood International|Miami, FL (Metropolitan Area)
3|60|1827.86229508197|Austin - Bergstrom International|Austin, TX|Spokane International|Spokane, WA
3|67|148.0|Austin - Bergstrom International|Austin, TX|William P Hobby|Houston, TX
3|65|339.0625|Austin - Bergstrom International|Austin, TX|Valley International|Harlingen/San Benito, TX
3|66|1559.09438202247|Austin - Bergstrom International|Austin, TX|Washington Dulles International|Washington, DC (Metropolitan Area)
3|20|1318.39694656489|Austin - Bergstrom International|Austin, TX|Indianapolis International|Indianapolis, IN
3|28|1718.31851851852|Austin - Bergstrom International|Austin, TX|Long Island MacArthur|New York City, NY (Metropolitan Area)
3|21|503.880116959064|Austin - Bergstrom International|Austin, TX|Jackson - Evers International|Jackson/Vicksburg, MS
3|22|1060.99811320755|Austin - Bergstrom International|Austin, TX|Jacksonville International|Jacksonville, FL
3|34|1131.02671905697|Austin - Bergstrom International|Austin, TX|McCarran International|Las Vegas, NV
3|29|1290.24374495561|Austin - Bergstrom International|Austin, TX|Los Angeles International|Los Angeles, CA (Metropolitan Area)
3|32|389.96269982238|Austin - Bergstrom International|Austin, TX|Lubbock Preston Smith International|Lubbock, TX
3|25|1621.08474576271|Austin - Bergstrom International|Austin, TX|LaGuardia|New York City, NY (Metropolitan Area)
3|0|488.167185877466|Austin - Bergstrom International|Austin, TX|Adams Field|Little Rock, AR
3|36|492.433482810164|Austin - Bergstrom International|Austin, TX|Midland International|Midland/Odessa, TX
3|24|667.621967654987|Austin - Bergstrom International|Austin, TX|Kansas City International|Kansas City, MO
3|43|1035.80643588493|Austin - Bergstrom International|Austin, TX|Orlando International|Orlando, FL
3|10|1030.80274779195|Austin - Bergstrom International|Austin, TX|Chicago Midway International|Chicago, IL
3|33|1765.90311418685|Austin - Bergstrom International|Austin, TX|Manchester-Boston Regional|Boston, MA (Metropolitan Area)
3|19|1407.52380952381|Austin - Bergstrom International|Austin, TX|General Mitchell International|Milwaukee, WI
3|37|1311.46666666667|Austin - Bergstrom International|Austin, TX|Minneapolis-St Paul International|Minneapolis/St. Paul, MN
3|30|487.510296010296|Austin - Bergstrom International|Austin, TX|Louis Armstrong New Orleans International|New Orleans, LA
3|35|1542.63094688222|Austin - Bergstrom International|Austin, TX|Metropolitan Oakland International|San Francisco, CA (Metropolitan Area)
3|68|403.194575471698|Austin - Bergstrom International|Austin, TX|Will Rogers World|Oklahoma City, OK
