Nodes
0|TPA
1|EYW
2|PNS
3|TLH
4|FLL
5|MCO
6|HSV
7|DAB
Edges
0|4|197.0|TPA|FLL
0|3|200.0|TPA|TLH
0|1|240.0|TPA|EYW
0|2|330.0|TPA|PNS
1|4|145.0|EYW|FLL
1|5|268.0|EYW|MCO
1|2|570.0|EYW|PNS
2|4|525.0|PNS|FLL
2|5|702.0|PNS|MCO
4|5|177.0|FLL|MCO
4|7|221.0|FLL|DAB
4|6|710.0|FLL|HSV
6|5|535.0|HSV|MCO
Operator
Silver Airways
