Nodes
0|MCO
1|EYW
2|FLL
3|JAX
4|RSW
5|TLH
6|PNS
7|TPA
Edges
1|0|268.0|EYW|MCO
0|2|177.0|MCO|FLL
3|2|378.0|JAX|FLL
2|7|197.0|FLL|TPA
1|7|240.0|EYW|TPA
2|6|525.0|FLL|PNS
1|5|538.0|EYW|TLH
1|6|570.0|EYW|PNS
0|5|228.0|MCO|TLH
1|2|145.0|EYW|FLL
0|4|133.0|MCO|RSW
5|2|397.0|TLH|FLL
1|3|421.0|EYW|JAX
7|3|181.0|TPA|JAX
0|6|381.0|MCO|PNS
6|7|330.0|PNS|TPA
5|7|200.0|TLH|TPA
Operator
Silver Airways
