Nodes
0|TPA
1|BOS
2|EYW
3|PNS
4|TLH
5|STT
6|FLL
7|STX
8|MCO
9|BHB
10|SJU
11|HSV
12|DAB
Edges
2|8|268.0|EYW|MCO
0|6|197.0|TPA|FLL
11|8|535.0|HSV|MCO
0|4|200.0|TPA|TLH
1|9|196.0|BOS|BHB
3|0|330.0|PNS|TPA
2|6|145.0|EYW|FLL
10|5|68.0|SJU|STT
3|6|525.0|PNS|FLL
6|11|710.0|FLL|HSV
10|7|103.5|SJU|STX
0|2|240.0|TPA|EYW
2|3|570.0|EYW|PNS
8|3|702.0|MCO|PNS
6|8|177.0|FLL|MCO
6|12|221.0|FLL|DAB
Operator
Silver Airways
