Nodes
0|GNV
1|RSW
2|SHD
3|PBI
4|JAX
5|PNS
6|JST
7|PKB
8|MCO
9|LWB
10|EYW
11|CHS
12|CKB
13|DUJ
14|TPA
15|IAD
16|MGW
17|TLH
18|ECP
19|FLL
Edges
11|19|486.0|CHS|FLL
19|8|177.0|FLL|MCO
15|2|91.0|IAD|SHD
8|1|133.0|MCO|RSW
10|19|145.0|EYW|FLL
0|8|105.0|GNV|MCO
4|10|451.75|JAX|EYW
5|10|601.6|PNS|EYW
14|17|200.0|TPA|TLH
15|9|176.0|IAD|LWB
3|17|364.0|PBI|TLH
12|15|151.0|CKB|IAD
8|17|228.0|MCO|TLH
19|14|197.0|FLL|TPA
18|8|301.0|ECP|MCO
4|5|328.0|JAX|PNS
5|19|586.5|PNS|FLL
14|5|330.0|TPA|PNS
10|1|136.0|EYW|RSW
14|4|181.0|TPA|JAX
5|8|381.0|PNS|MCO
19|17|393.0|FLL|TLH
10|14|240.0|EYW|TPA
10|17|478.8|EYW|TLH
19|4|321.878048780488|FLL|JAX
15|13|172.0|IAD|DUJ
8|10|273.0|MCO|EYW
14|11|370.0|TPA|CHS
10|11|585.0|EYW|CHS
8|11|317.0|MCO|CHS
11|4|551.0|CHS|JAX
15|16|140.0|IAD|MGW
14|18|257.0|TPA|ECP
14|3|174.0|TPA|PBI
10|0|373.0|EYW|GNV
7|15|215.0|PKB|IAD
15|6|120.0|IAD|JST
1|5|427.0|RSW|PNS
Operator
Silver Airways
