Nodes
0|CMI
1|MQT
2|CSG
3|ELP
4|DSM
5|SAF
6|RNO
7|SPI
8|MOB
9|ACT
10|RAP
11|LRD
12|BDL
13|BMI
14|LCH
15|EWR
16|YKM
17|LGA
18|PBI
19|STS
20|BAL
21|SNA
22|LAS
23|ABI
24|LAW
25|PSC
26|EYW
27|SDF
28|TUS
29|PNS
30|UIN
31|BNA
32|BOS
33|MKE
34|CAE
35|IND
36|BWI
37|MYR
38|CMH
39|PIA
40|KOA
41|MLI
42|LIH
43|MEM
44|FLL
45|JAC
46|FAY
47|DCA
48|LSE
49|CVG
50|OMA
51|DTW
52|TUL
53|LGB
54|HSV
55|ROC
56|CYS
57|MAF
58|LFT
59|BOI
60|PDX
61|SAN
62|HOU
63|GRR
64|TYS
65|EUG
66|XNA
67|STX
68|GJT
69|GRB
70|ANC
71|OAK
72|STT
73|CWA
74|OGG
75|DBQ
76|DEN
77|TRI
78|SYR
79|ATL
80|SAT
81|PHX
82|LBB
83|JAN
84|RIC
85|FSM
86|HDN
87|SPS
88|AVL
89|AMA
90|GSO
91|SFO
92|JNU
93|SEA
94|BUF
95|MCO
96|TXK
97|SJT
98|TPA
99|MHK
100|FNT
101|MFE
102|SLC
103|VPS
104|MSN
105|MIA
106|GRK
107|ORD
108|CHA
109|GEG
110|MLU
111|MTJ
112|CLE
113|MRY
114|SJC
115|MWA
116|JFK
117|FWA
118|AVP
119|SJU
120|TVC
121|JAX
122|IAD
123|TYR
124|GUC
125|SGF
126|FAI
127|CRP
128|BSM
129|LEX
130|HPN
131|EGE
132|CRW
133|EVV
134|RST
135|STL
136|GPT
137|ORF
138|RSW
139|MSP
140|RDU
141|SHV
142|BTR
143|SMF
144|TOL
145|CID
146|DFW
147|DAY
148|CLL
149|BHM
150|FAR
151|AGS
152|MSY
153|LAX
154|OKC
155|LIT
156|HNL
157|MGM
158|IAH
159|AZO
160|CGI
161|GSP
162|CHS
163|ROW
164|MFR
165|ABQ
166|COS
167|SAV
168|ABE
169|AUS
170|FAT
171|SUN
172|PIT
173|ICT
174|CLT
175|ONT
176|BRO
177|TLH
178|MDT
179|BUR
180|GNV
181|MCI
182|AEX
183|FSD
184|PSP
185|SBA
186|ITO
187|GGG
188|PHL
Edges
168|169|1632.0|ABE|AUS
168|31|1063.0|ABE|BNA
168|128|1632.0|ABE|BSM
168|0|789.0|ABE|CMI
168|166|2048.0|ABE|COS
168|49|918.0|ABE|CVG
168|76|1542.0|ABE|DEN
168|146|1456.0|ABE|DFW
168|4|953.0|ABE|DSM
168|3|1929.0|ABE|ELP
168|150|1211.0|ABE|FAR
168|69|828.0|ABE|GRB
168|106|1590.0|ABE|GRK
168|158|1579.0|ABE|IAH
168|173|1242.0|ABE|ICT
168|35|831.0|ABE|IND
168|22|2169.0|ABE|LAS
168|153|2399.0|ABE|LAX
168|129|977.0|ABE|LEX
168|155|1206.0|ABE|LIT
168|181|1057.0|ABE|MCI
168|43|1145.0|ABE|MEM
168|33|721.0|ABE|MKE
168|104|763.0|ABE|MSN
168|139|988.0|ABE|MSP
168|154|1347.0|ABE|OKC
168|50|1070.0|ABE|OMA
168|175|2644.0|ABE|ONT
168|107|654.0|ABE|ORD
168|81|2094.0|ABE|PHX
168|184|2306.0|ABE|PSP
168|61|2377.0|ABE|SAN
168|80|1703.0|ABE|SAT
168|27|940.0|ABE|SDF
168|93|2375.0|ABE|SEA
168|91|2500.0|ABE|SFO
168|21|2380.0|ABE|SNA
168|135|912.0|ABE|STL
168|144|868.0|ABE|TOL
168|28|2091.0|ABE|TUS
168|66|1176.0|ABE|XNA
23|70|3201.0|ABI|ANC
23|79|890.0|ABI|ATL
23|20|1375.0|ABI|BAL
23|36|1375.0|ABI|BWI
23|146|158.0|ABI|DFW
23|22|1213.0|ABI|LAS
23|139|1010.0|ABI|MSP
23|175|1346.0|ABI|ONT
23|81|1026.0|ABI|PHX
23|102|1146.0|ABI|SLC
23|78|1567.0|ABI|SYR
165|168|1772.0|ABQ|ABE
165|182|854.0|ABQ|AEX
165|70|3671.5|ABQ|ANC
165|79|1301.59734513274|ABQ|ATL
165|169|745.186666666667|ABQ|AUS
165|88|1417.0|ABQ|AVL
165|159|1493.0|ABQ|AZO
165|20|1781.995951417|ABQ|BAL
165|12|2034.03067484663|ABQ|BDL
165|149|1168.67175572519|ABQ|BHM
165|31|1203.26146788991|ABQ|BNA
165|32|2099.78159645233|ABQ|BOS
165|128|745.186666666667|ABQ|BSM
165|142|952.0|ABQ|BTR
165|94|1591.0|ABQ|BUF
165|36|1781.995951417|ABQ|BWI
165|34|1491.0|ABQ|CAE
165|145|1254.0|ABQ|CID
165|112|1551.0|ABQ|CLE
165|148|733.0|ABQ|CLL
165|174|1505.64516129032|ABQ|CLT
165|38|1494.91629955947|ABQ|CMH
165|127|923.0|ABQ|CRP
165|132|1534.0|ABQ|CRW
165|49|1381.30769230769|ABQ|CVG
165|147|1408.2972972973|ABQ|DAY
165|47|1756.47120418848|ABQ|DCA
165|146|573.157336476134|ABQ|DFW
165|4|1230.33333333333|ABQ|DSM
165|51|1546.27887323944|ABQ|DTW
165|133|1211.0|ABQ|EVV
165|15|1925.07417974322|ABQ|EWR
165|46|1621.0|ABQ|FAY
165|44|1697.66857142857|ABQ|FLL
165|85|797.0|ABQ|FSM
165|117|1305.6|ABQ|FWA
165|136|1069.0|ABQ|GPT
165|69|1292.0|ABQ|GRB
165|106|703.0|ABQ|GRK
165|63|1349.23076923077|ABQ|GRR
165|90|1568.0|ABQ|GSO
165|161|1431.0|ABQ|GSP
165|156|4356.65753424658|ABQ|HNL
165|54|1172.0|ABQ|HSV
165|122|1745.72961373391|ABQ|IAD
165|158|793.0|ABQ|IAH
