Nodes
0|MCO
1|PBI
2|PKB
3|JST
4|LWB
5|IAD
6|PNS
7|DUJ
8|CKB
9|EYW
10|CHS
11|RSW
12|TLH
13|TPA
14|MGW
15|JAX
16|SHD
17|ECP
18|FLL
Edges
6|11|514.0|PNS|RSW
5|3|120.0|IAD|JST
18|6|536.0|FLL|PNS
9|18|145.0|EYW|FLL
5|2|215.0|IAD|PKB
15|13|181.0|JAX|TPA
12|18|393.0|TLH|FLL
9|11|136.0|EYW|RSW
9|0|268.0|EYW|MCO
12|9|440.0|TLH|EYW
4|5|176.0|LWB|IAD
5|16|91.0|IAD|SHD
7|5|172.0|DUJ|IAD
6|0|381.0|PNS|MCO
13|17|257.0|TPA|ECP
17|1|431.0|ECP|PBI
18|13|197.0|FLL|TPA
5|14|140.0|IAD|MGW
10|18|494.0|CHS|FLL
13|9|265.5|TPA|EYW
0|17|301.0|MCO|ECP
0|12|228.0|MCO|TLH
5|8|151.0|IAD|CKB
0|11|133.0|MCO|RSW
18|0|177.0|FLL|MCO
1|15|355.0|PBI|JAX
18|15|378.0|FLL|JAX
6|13|330.0|PNS|TPA
6|9|622.666666666667|PNS|EYW
12|13|200.0|TLH|TPA
18|17|454.0|FLL|ECP
15|9|421.0|JAX|EYW
Operator
Silver Airways
