Nodes
0|BWI
1|IAD
2|BOS
3|MSY
4|ONT
5|SEA
6|LAX
7|HNL
8|DTW
9|BAL
10|IAH
11|MIA
12|ORD
13|TLH
14|SNA
15|LAS
16|DEN
17|SJC
18|FLL
19|SFO
20|CLE
21|PKB
22|PDX
23|PNS
24|BFD
25|DUJ
26|ANC
27|JHW
28|MCO
29|TPA
30|EWR
31|PHX
32|LGA
33|OGG
34|EYW
35|PHL
36|ATL
37|DCA
Edges
19|2|2704.0|SFO|BOS
29|11|204.0|TPA|MIA
29|13|200.0|TPA|TLH
32|17|3024.0|LGA|SJC
4|32|2750.0|ONT|LGA
28|23|380.333333333333|MCO|PNS
10|32|1416.0|IAH|LGA
14|33|2513.0|SNA|OGG
13|28|227.0|TLH|MCO
30|16|1605.0|EWR|DEN
12|10|925.0|ORD|IAH
6|20|2052.0|LAX|CLE
36|4|2023.0|ATL|ONT
3|19|1940.0|MSY|SFO
20|10|1091.0|CLE|IAH
27|20|143.5|JHW|CLE
20|19|2161.0|CLE|SFO
4|2|2931.0|ONT|BOS
31|35|2334.0|PHX|PHL
12|16|888.0|ORD|DEN
17|9|2844.0|SJC|BAL
2|7|5163.0|BOS|HNL
34|29|240.0|EYW|TPA
10|19|1635.0|IAH|SFO
1|10|1190.0|IAD|IAH
29|23|330.0|TPA|PNS
18|13|393.0|FLL|TLH
20|21|144.0|CLE|PKB
37|17|2817.0|DCA|SJC
10|0|1235.0|IAH|BWI
10|8|1076.0|IAH|DTW
5|12|1721.0|SEA|ORD
17|0|2844.0|SJC|BWI
31|30|2133.0|PHX|EWR
37|14|2288.0|DCA|SNA
28|11|193.0|MCO|MIA
26|16|2405.0|ANC|DEN
19|26|2018.0|SFO|ANC
14|7|2584.0|SNA|HNL
25|20|154.166666666667|DUJ|CLE
26|12|2846.0|ANC|ORD
12|30|719.0|ORD|EWR
20|2|563.0|CLE|BOS
24|20|168.333333333333|BFD|CLE
34|13|440.0|EYW|TLH
5|10|1874.0|SEA|IAH
10|9|1235.0|IAH|BAL
15|30|2227.0|LAS|EWR
10|22|1825.0|IAH|PDX
30|7|4962.66666666667|EWR|HNL
30|19|2565.0|EWR|SFO
0|31|2244.0|BWI|PHX
34|23|570.0|EYW|PNS
15|2|2427.0|LAS|BOS
10|31|1009.0|IAH|PHX
9|31|2244.0|BAL|PHX
Operator
Silver Airways
