Nodes
0|LWB
1|CLE
2|BKW
3|PNS
4|FKL
5|MGW
6|EYW
7|IAD
8|JHW
9|GNV
10|ATL
11|CKB
12|SHD
13|BFD
14|RSW
15|JAX
16|JST
17|MEI
18|TLH
19|TPA
20|SDY
21|PKB
22|AOO
23|MCO
24|BIL
25|DUJ
26|FLL
Edges
3|23|381.0|PNS|MCO
9|19|119.0|GNV|TPA
9|23|105.0|GNV|MCO
7|0|176.0|IAD|LWB
3|6|570.0|PNS|EYW
15|19|181.0|JAX|TPA
19|18|200.0|TPA|TLH
13|1|169.0|BFD|CLE
12|7|91.0|SHD|IAD
8|1|144.0|JHW|CLE
3|15|511.0|PNS|JAX
4|1|104.0|FKL|CLE
26|9|286.833333333333|FLL|GNV
7|5|140.0|IAD|MGW
14|6|136.0|RSW|EYW
15|26|378.0|JAX|FLL
9|6|426.0|GNV|EYW
2|7|214.0|BKW|IAD
7|11|151.0|IAD|CKB
17|10|267.0|MEI|ATL
26|3|526.333333333333|FLL|PNS
3|19|330.0|PNS|TPA
6|19|243.51724137931|EYW|TPA
6|18|440.0|EYW|TLH
19|26|197.0|TPA|FLL
26|18|393.0|FLL|TLH
21|1|144.0|PKB|CLE
6|15|421.0|EYW|JAX
7|22|104.0|IAD|AOO
7|16|120.0|IAD|JST
6|26|145.0|EYW|FLL
1|25|155.0|CLE|DUJ
20|24|245.0|SDY|BIL
Operator
Silver Airways
