Nodes
0|CLE
1|MCN
2|MCO
3|JST
4|SHD
5|PIB
6|BFD
7|TPA
8|ATL
9|TUP
10|GLH
11|PKB
12|MEI
13|DUJ
14|RSW
15|BKW
16|FKL
17|CKB
18|GNV
19|LWB
20|TLH
21|PBI
22|JAX
23|EYW
24|FLL
25|PNS
26|AOO
27|JHW
28|IAD
29|MGW
Edges
28|19|176.0|IAD|LWB
23|14|136.0|EYW|RSW
28|17|151.0|IAD|CKB
20|24|393.0|TLH|FLL
24|23|145.0|FLL|EYW
2|8|404.0|MCO|ATL
8|28|545.0|ATL|IAD
11|0|144.0|PKB|CLE
24|22|378.0|FLL|JAX
24|2|177.0|FLL|MCO
7|23|242.372093023256|TPA|EYW
8|12|267.0|ATL|MEI
0|6|169.0|CLE|BFD
27|0|144.0|JHW|CLE
23|22|421.0|EYW|JAX
24|7|197.0|FLL|TPA
21|20|364.0|PBI|TLH
28|26|104.0|IAD|AOO
25|23|599.2|PNS|EYW
18|23|359.0|GNV|EYW
13|0|155.0|DUJ|CLE
18|24|316.0|GNV|FLL
2|14|133.0|MCO|RSW
23|20|538.0|EYW|TLH
29|28|140.0|MGW|IAD
25|2|381.0|PNS|MCO
19|8|369.0|LWB|ATL
15|28|214.0|BKW|IAD
8|10|378.0|ATL|GLH
2|23|310.428571428571|MCO|EYW
28|4|91.0|IAD|SHD
25|24|558.0|PNS|FLL
20|7|200.0|TLH|TPA
3|28|120.0|JST|IAD
21|7|174.0|PBI|TPA
22|7|181.0|JAX|TPA
7|18|119.0|TPA|GNV
9|8|253.0|TUP|ATL
7|25|330.0|TPA|PNS
5|8|323.0|PIB|ATL
1|8|79.0|MCN|ATL
0|16|104.0|CLE|FKL
14|25|514.0|RSW|PNS
19|2|773.0|LWB|MCO
Operator
Silver Airways
